,class,problem,code,answer,Unnamed: 0,Unnamed: 0.1
141,3,1부터 10까지의 자연수 중에서 약수의 개수가 2개인 수는 몇 개인가요?,"a = 1
b = 10
c = 2
d = 0
for i in range(a, b + 1):
    e = 0
    for j in range(1, i + 1):
        if i % j == 0:
            e += 1
    if e == c:
        d += 1
y = d
print(y)",4,,
730,1,가 건물은 4m 50cm이고 나 건물은 2m 90cm입니다. 가 건물과 나 건물 높이의 차이는 몇 cm 인지 구하세요.,"a = [(4 * 100) + 50, (2 * 100) + 90]
y = max(a) - min(a)
print(y)",160,,
2807,1,"지효는 알약을 3알씩 10번 먹었다면, 지효가 먹은 알약의 개수는 몇 개입니까?","a = 3
b = 10
y = a * b
print(y)",30,,
2094,1,일정한 빠르기로 한 시간에 80km를 달리는 기차가 있습니다. 기차가 630km를 가려면 몇 시간 동안 달려야 하는지 구하시오?(올림을 하여 시간단위로 구하여라.),"from math import ceil

a = 80
b = 630
y = ceil(b / a)
print(y)",8,,
2346,1,연필 한 타를 한 명에게 3자루씩 나누어 주려고 합니다. 연필을 나누어 줄 수 있는 사람은 몇 명일까요? (연필 한 타는 12자루입니다.),"a = 12
b = 3
y = a // b
print(y)",4,,
606,8,"한 변의 길이가 5cm인 정사각형의 둘레는 가로의 길이가 3cm인 직사각형의 둘레와 같다면, 직사각형의 세로의 길이는 몇 cm 입니까?","a = 5
b = 4
c = 3
d = a * b
y = (d - c * 2) / 2
print(y)",7.0,,
66,1,"이삿짐 9.7t을 이삿짐 차에 모두 실으려고 합니다. 차 한대에 2t씩 실을 수 있다고 하면, 최소 몇대의 이삿짐 차를 불러야합니까?","from math import ceil
a = 9.7
b = 2
y = ceil(a / b)
print(y)",5,,
2159,8,한 변이 15m인 정사각형 모양의 밭의 둘레를 구하시오.,"a = 15
b = 4
y = a * b
print(y)",60,,
717,1,심벌즈는 두 개의 원반을 서로 부딪혀 소리 내는 악기입니다. 심벌즈 8개가 있다면 원반이 모두 몇 개일까요?,"a = 2
b = 8
y = a * b
print(y)",16,,
2037,3,"4장의 숫자 카드 1, 5, 6, 8 중에서, 2장을 한 번씩만 사용하여 만들 수 있는 두 자리 수 중에서 가장 큰 수와 가장 작은 수의 곱을 구하시오.","from itertools import permutations

a = ['1', '5', '6' , '8']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c * d
print(y)",1290,,
1882,8,"넓이가 300cm², 밑변의 길이가 40cm, 윗변의 길이가 20cm인 사다리꼴의 높이를 구하세요.","a = 300
b = 40
c = 20
y = 2 * a / (b + c)
print(y)",10.0,,
761,1,"규민이가 집에서 문구점까지는 100걸음을 걸어야 하고, 문구점에서 학교까지는 39걸음을 걸어야합니다. 규민이가 집에서 출발하여 문구점을 거쳐 학교까지 가는 데에는 모두 몇 걸음을 걸어야 할까요?","a = 100
b = 39
y = a + b
print(y)",139,,
536,6,어떤 수에서 237을 빼야 할 것을 잘못하여 512를 뺐더니 985가 되었습니다. 바르게 계산하면 얼마인지 구하세요.,"a = 237
b = 512
c = 985
y = c + b - a
print(y)",1260,,
877,8,"가로가 10 센티미터 , 세로가 30 센티미터인 직사각형 모양의 타일을 겹치지 않게 가로로 30개씩 10줄을 이어 붙였습니다. 이어 붙인 타일 전체의 둘레는 몇 센티미터인지 구하시오.","a = 10
b = 30
c = 30
d = 10
y = (a * c * 2) + (b * d * 2)
print(y)",1200,,
237,7,"나은의 키는 161cm 이고, 가은이의 키는 159.3 cm 라면, 누구의 키가 더 큽니까?","a = 161
b = 159.3
dicts = {""나은"": a, ""가은"": b}
y = max(dicts, key=dicts.get)
print(y)",나은,,
2815,1,"10분 동안 6.53k미터를 가는 자동차와 20분 동안 15.12k미터를 가는 오토바이가 있습니다. 자동차와 오토바이가 같은 곳에서 반대 방향으로 동시에 출발한다면 1시간 후에 자동차와 오토바이 사이의 거리는 몇 k미터일까요? (단, 자동차와 오토바이는 각각 일정한 빠르기로 갑니다.)","a = 6.53 / 10
b = 15.12 / 20
c = 1 * 60
y = (a + b) * c
print(y)",84.54,,
2238,1,조이는 가게에서 250원짜리 달고나사탕 7개와 100 원짜리 코코볼을 4 개 사고 3000 원을 냈습니다. 조이는 거스 름돈으로 얼마를 받아야 할끼요?,"a = 250
b = 7
c = 100
d = 4
e = 3000
y = 3000 - ((a * b) + (c * d))
print(y)",850,,
880,8,"수영이는 가로가 11센티미터 , 세로가 19센티미터 인 직사각형 모양의 천을 가지고 있습니다. 수영이가 가진 천의 넓이는 몇 센티미터²입니까?","a = 11
b = 19
c = 4
y = a * b
print(y)",209,,
640,5,"어떤 수에서 50씩 커지도록 5번 뛰어 세었더 니 500이 되었다면, 어떤 수는 얼마인지 구하세요.","a = 50
b = 5
c = 500
y = c - (a * b)
print(y)",250,,
1981,8,"가로 19센티미터, 세로 18센티미터인 직사각형이 있습니다. 이 직사각형의 둘레는 몇 센티미터일까요?","a = 19
b = 18
y = (a + b) * 2
print(y)",74,,
2171,4,"분수 12/5, 13/12, 7/3, 45/12가 있습니다. 가장 큰 분수와 가장 작은 분수의 차를 구하고 소수점 아래 둘째자리까지만 구하시오.","a = [12 / 5, 13 / 12, 7 / 3, 45 / 12]
y = abs(min(a) - max(a))
print(""{:.2f}"".format(y))",2.67,,
491,5,종이 36장을 민우와 선호가 9:3로 나누어 가졌습니다. 민우는 몇장의 종이를 가지게 됩니까?,"a = 36
b = 9
c = 3
y = a / (b + c) * b
print(y)",27.0,,
101,3,"숫자 카드 5, 1, 8, 9가 있습니다. 이중에서, 3 장을 뽑아 두 자리 수와 한 자리 수 하나씩을 만들었을 때, 곱이 가장 큰 경우의 값을 구하시오.","from itertools import permutations

a = ['5', '1', '8', '9']
b = list(map(''.join, permutations(a, 3)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",765,,
2503,1,"주머니에 사탕이 19개가 있는데, 수민이가 4개를 꺼내서 먹었습니다. 주머니 안에 있는 사탕은 모두 몇 개입니까?","a = 19
b = 4
y = a - b
print(y)",15,,
1891,5,"현수가 가지고 있는 끈의 길이는 8미터 입니다. 세호와 준수가 가지고 있는 끈의 길이는 각각 현수의 끈의 길이의 1.6배, 2.3배 입니다. 세호와 준수가 가지고 있는 끈의 길이는 모두 몇 미터입니까?","a = 8
b = 1.6
c = 2.3
y = a * b + a * c
print(y)",31.2,,
377,3,"3장의 숫자 2,4,6 중에서, 이를 한 번씩만 사용하여 몫이 가장 큰 나눗셈식을 만들려고 합니다. 몫은 얼마인가요?","from itertools import permutations

a = ['2', '4', '6']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b - 1))))
y = c // d
print(y)",32,,
1820,7,"유정이의 줄넘기의 길이는 1 m 22cm이고 진희의 줄넘기의 길이는 121 cm라면, 누구의 줄넘기가 더 긴지 구하시오.","a = 1 * 100 + 22
b = 121
dicts = {'유정': a, '진희': b}
y = max(dicts, key=dicts.get)
print(y)",유정,,
2735,8,둘레가 90cm인 정구각형이 있습니다. 이 정구각형의 한변의 길이를 구하세요.,"a = 90
b = 9
y = a / b
print(y)",10.0,,
372,1,승주의 나이는 40살입니다. 언니의 나이는 승주의 나이의 6/5입니다. 언니의 나이는 몇 살일까요?,"a = 40
b = 6 / 5
y = a * b
print(y)",48.0,,
1655,1,공원에 자전거가 5대가 있습니다. 잠시 후에 자전거 2대가 공원을 빠져나갔습니다. 공원에 남아 있는 자전거는 몇 대 인지 구해보세요.,"a = 5
b = 2
y = a - b
print(y)",3,,
1294,1,어떤 도시의 작년 예산은 5만 원짜리 수표 409장과 같다고 합니다. 이 도시의 작년 예산은 얼마일가요?,"a = 50000
b = 409
y = a * b
print(y)",20450000,,
2289,1,"수미, 은진, 희영이는 하루 동안 각자가 마시는 물의 양을 측정하였습니다. 수미는 3/5 리터 , 은진이는 1.3 리터 , 희영이는 2.2 리터 마셨습니다. 세 사람이 하루 동안 마시는 물의 양의 합을 구하시오.","a = 3 / 5
b = 1.3
c = 2.2
y = a + b + c
print(y)",4.1,,
2758,5,31은 A보다 10이 큰 수입니다. 39은 20보다 B 큰 수입니다. A와 B의 합을 구하시오.,"a = 31
b = 10
c = 39
d = 20
y = (a - b) + (c - d)
print(y)",40,,
847,1,솔미는 피자 한 판을 똑같이 12조각으로 나누어 그중 3조각을 먹었습니다. 솔미가 먹은 피자는 전체의 얼마인가요?,"a = 3
b = 12
y = a / b
print(y)",0.25,,
2076,8,한 변이 17센티미터 인 정사각형 모양의 책의 둘레를 구하시오.,"a = 17
b = 4
y = a * b
print(y)",68,,
758,8,넓이가 10제곱미터인 텃밭 A와 넓이가 30000센티미터²인 텃밭 B의 넓이 차는 몇 제곱미터일까요?,"a = 10
b = 3
y = a - b
print(y)",7,,
2180,1,둘레가 120m인 운동장이 있습니다. 이 운동장의 둘레를 흥민이가 6바퀴 뛰었다면 흥민이가 뛴 거리는 몇 m일까요?,"a = 120
b = 6
y = a * b
print(y)",720,,
2548,3,"숫자 카드 1, 8, 9, 6 중에서, 카드를 한 번씩만 사용하여 만들 수 있는 가장 큰 네 자리 수는 얼마입니까?","from itertools import permutations

a = ['1', '8', '9', '6']
b = 4
y = int(max(map(''.join, permutations(a, b))))
print(y)",9861,,
2519,5,3675 - 4075 - A수 배열의 규칙에 맞게 A에 들어갈 수는 몇인지 구하시오.,"a = 4000
b = 3000
c = a - b
y = a + c
print(y)",5000,,
851,8,"둘레가 200cm인 큰 정사각형이 있습니다. 이 정사각형 안에 선을 그어 크기가 똑같은 4개의 작은 정사각형을 만들었다면, 작은 정사각형의 한 변은 몇 cm인지 구하시오.","a = 200
b = 4
c = b ** 0.5
y = (a / 4) / c
print(y)",25.0,,
1702,8,한 변이 12 센티미터인 정삼각형 모양의 색종이의 둘레를 구하시오.,"a = 12
b = 3
y = a * b
print(y)",36,,
1860,4,22의 배수 중에서 가장 작은 수는 얼마입니까?,"a = 22
y = a * 1
print(y)",22,,
980,1,"책장의 무게는 12kg 이고, 책의 무게는 0.3 kg라면, 책장의 무게는 책의 무게의 몇 배입니까?","a = 12
b = 0.3
y = a / b
print(y)",40.0,,
2741,4,"동물원에 호랑이 5마리, 사자 4마리, 돼지 20마리가 살고 있습니다. 가장 많은 동물의 수와 가장 적은 동물의 수의 차이를 구하세요.","a = [5, 4, 20]
y = max(a) - min(a)
print(y)",16,,
1106,1,야채가게에 청경채가 24단이 있었는데 10단을 팔았습니다. 남은 청경채는 몇 단이될까?,"a = 24
b = 10
y = a - b
print(y)",14,,
992,1,한 사람이 한 시간에 종이꽃을 6개씩 만들 수 있습니다. 1명이 종이꽃 90개를 만들려면 몇 시간이 걸립니까?,"a = 6
b = 90
y = b / a
print(y)",15.0,,
894,3,"숫자 1, 5, 9, 8, 7가 있습니다. 이중에서 50/60을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수는 몇 개입니까?","a = [1, 5, 9, 8, 7]
b = 50
c = 60
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",3,,
2355,4,"숫자 12, 16, 25, 50 가 있습니다. 이중 가장 많은 약수의 개수는 몇 개 인가요?","a = [12, 16, 25, 50]
b = []
y = 0
for i in a:
    c = 0
    for t in range(1, i + 1):
        if i % t == 0:
            c += 1
    b.append(c)
y = max(b)
print(y)",6,,
1737,1,"강아지의 다리 수는 4개, 오리의 다리 수는 2개입니다. 마당에 있는 강아지와 오리의 다리를 세어 보니 모두 62 개였습니다. 오리가 9 마리라면 강아지는 몇 마리가 있을 지 구해보세요.","a = 4
b = 2
c = 62
d = 9
y = (c - d * b) // a
print(y)",11,,
485,4,"숫자 카드 43, 85, 36, 22가 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 나머지는 얼마일까요?","a = [43, 85, 36, 22]
y = max(a) % min(a)
print(y)",19,,
2718,8,둘레가 60cm인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 cm일까요?,"a = 4
b = 60
y = b / a
print(y)",15.0,,
2509,1,어느 날 편의점에서 새우 과자 1＋1 행사를 하고 있습니다. 새우 과자 한 상자에는 쿠키가 25개 들어 있습니다. 이 새우 과자 한 상자를 사면 쿠키 몇 개를 사게 될까요?,"a = 25
y = a + a
print(y)",50,,
2514,1,집에서 도서관까지는 3.2km입니다. 영준이가 1분에 0.4km를 가는 빠르기로 집에서 도서관까지 간다면 몇 분만에 도서관에 도착할 수 있는지 구하세요.,"a = 3.2
b = 0.4
y = a / b
print(y)",8.0,,
785,1,"성숙이는 한 상자에 7개씩 들어있는 딱지 6상자를 똑같이 3묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 4개를 동생에게 주고, 2개를 형에게서 받았다면 성숙이가 가지고 있는 구슬은 몇 개인가요?","a = 7
b = 6
c = 3
d = 4
e = 2
y = a * b // c - d + e
print(y)",12,,
1250,5,987센티미터는 A미터 B센티미터라고 할 수 있습니다. A와 B의 합을 구하시오.,"a = 987
b = 100
c = a // b
d = a % b
y = c + d
print(y)",96,,
534,8,"길이가 67cm 인 실을 사용하여 가장 큰 정사각형을 만들고 남은 실의 길이는 몇 cm 입니까?(단, 실의 길이는 항상 자연수cm이다.)","a = 67
b = 4
c = a // b
y = a - (b * c)
print(y)",3,,
140,3,"숫자 카드 1, 3, 5, 6, 8, 7를 한 번씩 사용하여 만들 수 있는 가장 작은 수는 몇인지 구하시오.","a = [1, 3, 5, 6, 8, 7]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",135678,,
2226,8,"길이가 75m인 도로의 양쪽에 5m 간격으로 나무를 심으려고 합니다. 도로의 처음과 끝에 나무를 심는다면 나무는 모두 몇 그루 필요한지 구하시오. (단, 나무의 두께는 생각하지 않습니다.)","a = 75
b = 5
y = (a // b + 1) * 2
print(y)",32,,
637,5,"3170, 5170, A 규칙에 맞는 수 A는 얼마입니까?","a = 5170
b = 3170
c = a - b
y = a + c
print(y)",7170,,
941,1,멜론 한 개의 무게는 2.2kg입니다. 상자 한 개에 멜론이 9개 들어 있다면 상자 6개에 들어 있는 멜론의 무게는 모두 몇 kg일 지 계산해보시오.,"a = 2.2
b = 9
c = 6
y = a * b * c
print(y)",118.80000000000001,,
160,1,열차가 3시간 동안 210 km를 달렸습니다. 이 열차가 일정한 빠르기로 달려왔다면 1 시간 동안 달린 거리는 몇 km 인지 구하시오.,"a = 3
b = 210
y = b / a
print(y)",70.0,,
2039,5,형의 나이는 30살이고 동생의 나이는 27살입니다. 형과 동생의 나이의 합이 71이 될 때의 형의 나이는 얼마입니까?,"a = 30
b = 27
c = 71
y = a + (c - a - b) // 2
print(y)",37,,
2310,4,56과 72의 최대공약수와 최소공배수 합을 구하시오.,"import math

a = 56
b = 72
c = math.gcd(a, b)
d = a * b
e = d // c
y = c + e

print(y)",512,,
1188,1,홀리의 어머니께서는 밀라노로 출장을 가시기 전에 환전하려고 합니다. 환전하는 날의 환율은 우리나라 돈 2000원이 미국 돈 1.95 달러일 때 우리나라 돈68000원으로 환전할 수 있는 미국 돈은 몇 달러인지 구해 보세요.,"a = 2000
b = 1.95
c = 68000
y = c / a * b
print(y)",66.3,,
250,4,"숫자 56/21 , 40/21 , 35/21 , 39/21 이 있습니다. 이중에서, 가장 큰 수는 몇입니까? 소수로 나타내시오.","a = [56/21 , 40/21 , 35/21 , 39/21]
y = max(a)
print(y)",2.6666666666666665,,
1974,4,55부터 89까지의 수 중에서 6로 나누었을 때 나머지가 1이 되는 수의 개수는 몇 개일까?,"a = 55
b = 89
c = 6
d = 1
y = 0
for i in range(a, b + 1):
    if i % c == d:
        y += 1
print(y)",6,,
651,6,어떤 수에 7을 곱해야 할 것을 실수로 뺐더니 21이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,"a = 7
b = 21
y = (a + b) * a 
print(y)",196,,
1448,1,사과 40개를 8명이 똑같이 나누어 먹으려고 합니다. 한 사람이 몇 개씩 먹을 수 있나요?,"a = 40
b = 8
y = a // b
print(y)",5,,
1535,8,"가로가 4m, 세로가 300cm인 직사각형이 있습니다. 이 직사각형과 밑변이 2m, 높이가 4m인 삼각형의 넓이의 차를 구하시오.","a = 4 * 100
b = 300
c = 2 * 100
d = 4 * 100
y = abs(a * b - c * d / 2)
print(y)",80000.0,,
2113,6,어떤 수를 4로 나누었더니 몫이 9가 되었습니다. 어떤 수를 6으로 나눈 몫은 얼마입니까?,"a = 4
b = 9
c = 6
d = a * b
y = d // c
print(y)",6,,
1241,1,"14, 17의 합과 8, 15의 차를 더한 값을 계산한 값을 구하시오.","a = 14
b = 17
c = 8
d = 15
y = a + b + abs(c - d)
print(y)",38,,
1938,8,한 변의 길이가 10m인 정칠각형의 둘레를 구하시오.,"a = 10
b = 7
y = a * b
print(y)",70,,
1689,1,"지니네 학교 학생 중 남학생은 412명이고, 여학생은 389명입니다. 지니네 학교 학생은 모두 몇 명일까요?","a = 412
b = 389
y = a + b
print(y)",801,,
2499,8,반지름이 7cm인 원의 둘레는 몇cm인지 구하시오. 원주율은 3.14로 계산합니다.,"a = 2
b = 7
c = 3.14
y = b * a * c
print(y)",43.96,,
665,1,현미 45.4kg을 한 봉지에 8kg씩 담으려고 합니다. 담을 수 있는 봉지 수는 몇 개이고 남는 현미는 몇 kg인지 구하여 둘의 합을 쓰시오.,"a = 45.4
b = 8
c = a // b
d = a - b * c
y = c + d
print(y)",10.399999999999999,,
1415,5,다음 식 A × 2－10÷5＝12을 만족하는 한 자리 수 A를 구하세요.,"a = 2
b = 10
c = 5
d = 12
y = (d + b / c) / a
print(y)",7.0,,
1964,4,다음 식 130 > 18 * A 을 만족하는 1부터 9까지의 자연수 중에서 가장 큰 수는 얼마입니까?,"from math import ceil

a = 130
b = 18
c = ceil(a / b) - 1
d = 9
y = c if c < 10 else d
print(y)",7,,
1432,6,어떤 수에 2.13을 곱하였더니 44.73 이 되었습니다. 어떤 수를 6으로 나눈 값은 얼마인지 구하시오.,"a = 2.13
b = 44.73
c = b / a
d = 6
y = c / d
print(y)",3.5,,
2757,4,"두 수 A, B가 있습니다. A는 2×2×3×7입니다. B는 2×3×3×5입니다. A와 B의 최대공약수와 최소공배수를 구하고 두 더한 값을 구해보세요.","import math

a = 2 * 2* 3 * 7
b = 2 * 3 * 3 * 5
c = math.gcd(a, b)
d = a * b // c
y = c + d
print(y)",1266,,
1850,8,둘레가 44.4cm인 정사각형 모양의 접시의 한 변의 길이는 몇 cm일까요?,"a = 4
b = 44.4
y = b / a
print(y)",11.1,,
2730,1,초콜릿 60개를 학생 7명에게 8개씩 나누어 주려고 합니다. 나누어주고 남은 초콜릿은 몇 개입니까?,"a = 60
b = 7
c = 8
y = a - (b * c)
print(y)",4,,
578,6,엽서를 4명에게 똑같이 나누어 주어야 할 것을 잘못하여 7명에게 똑같이 나누어 주었더니 한 사람당 10장씩 주고 6장이 남았습니다. 이 엽서를 4명에게 똑같이 나누어 주면 한 사람당 최대한 몇 장씩 가지게 됩니까?,"a = 4
b = 7
c = 10
d = 6
y = (c * b + d) // a
print(y)",19,,
