,class,problem,code,answer
1298,1,떨어진 높이의 0.4배만큼 튀어 오르는 럭비공이 있습니다. 높이가 6m인 곳에서 이 공을 떨어뜨렸을 때 두 번째로 튀어 오른 럭비공의 높이는 몇 m인지 답을 구하시오.,"a = 0.4
b = 6
y = b * a * a
print(y)",0.9600000000000002
453,4,"숫자 9. 81, 51, 23가 있습니다. 이중에서, 가장 큰 수에서 가장 작은 수를 나눈 몫을 구하세요.","a = [9, 81, 51, 23]
y = max(a) // min(a)
print(y)",9
2197,1,연필이 12cm보다 7.5mm 더 길다면 연필의 길이를 소수로 나타내면 몇 cm인가요?,"a = 12
b = 7.5 * 0.1
y = a + b
print(y)",12.75
2051,7,"명주는 1과 6의 주사위 눈을 갖고 있고, 재민은 2과 4의 주사위 눈을 갖고 있고, 준희는 5와 3의 주사위 눈을 갖고 있습니다. 주사위의 눈의 수의 합이 가장 큰 사람의 이름을 적으시오.","a = 1
b = 6
c = 2
d = 4
e = 5
f = 3
dicts = {'명주': a + b, '재민': c + d, '준희': e + f}
y = max(dicts, key=dicts.get)
print(y)",준희
1867,8,네 변의 길이의 합이 80센티미터인 정사각형의 한 변의 길이는 몇 센티미터일까요?,"a = 80
y = a / 4
print(y)",20.0
482,1,물 850mL 중에서 수연이는 오전에 400mL를 마시고 오후에 300mL를 마셨습니다. 남은 물은 몇 mL인지 구하시오.,"a = 850
b = 400
c = 300
y = a - b - c
print(y)",150
2684,6,"어떤 값을 36으로 나누면 몫은 12이고, 나머지는 9입니다. 그렇다면 어떤 값은 얼마인가요?","a = 36
b = 12
c = 9
y = a * b + c
print(y)",441
593,1,노란색 리본 10.23미터 와 초록색 리본 7.85미터가 있었습니다. 이 중에서 2.21미터를 사용하였다면 남은 리본의 길이는 몇 미터일까요?,"a = 10.23
b = 7.85
c = 2.21
y = a + b - c
print(y)",15.869999999999997
2148,1,"어떤 자동차가 1km를 가는데 0.16리터의 휘발유가 필요합니다. 이 자동차가 일정한 빠르기로 한 시간에 90km를 갈 때, 2시간 동안 가려면 휘발유는 몇 리터 필요한가요?","a = 1
b = 0.16
c = 1
d = 90
e = 2
y = (b/a) * (d/c) * e
print(y)",28.8
1295,8,"직사각형 모양의 가로의 길이가 25cm이고, 세로의 길이가 30cm인 연의 몸통의 넓이는 몇 cm²일까요?","a = 25
b = 30
y = a * b
print(y)",750
939,1,원영이의 한 걸음은 3cm입니다. 원영이가 20걸음을 걸으면 걸은 거리는 몇 cm가 될까요?,"a = 3
b = 20
y = a * b
print(y)",60
2478,3,"숫자 카드 1, 2, 5, 7가 있습니다. 카드를 한 번씩 사용하여 만들 수 있는 두 자리 수 중에서 4으로 나눠지는 수는 모두 몇 개입니까?","from itertools import permutations

a = ['1', '2', '5', '7']
b = 2
c = list(map(''.join, permutations(a, b)))
y = 0
for i in c:
    if i[0] == '0':
        continue
    if int(i) % 4 == 0:
        y += 1
print(y)",3
929,4,42부터 75까지의 수 중에서 8의 배수는 모두 몇 개 일까요?,"a = 42
b = 75
c = 8
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4
2713,1,"클립이 한 상자에 1500개씩 들어 있다면, 10상자에 들어 있는 클립은 모두 몇 개일까요?","a = 1500
b = 10
y = a * b
print(y)",15000
2019,5,"어떤 두 수의 최대공약수는 25이고, 곱은 1250입니다. 이 두 수의 최소공배수를 구해 보세요.","a = 25
b = 1250
y = b // a
print(y)",50
742,1,641보다 310 작은 수는 얼마일까요?,"a = 641
b = 310
y = a - b
print(y)",331
1117,8,한변의 길이가 60cm인 정팔각형이 있습니다. 이 정팔각형의 둘레를 구하시오.,"a = 60
b = 8
y = a * b
print(y)",480
1628,3,"5장의 수 카드 5, 6, 7, 8, 9를 한 번씩 사용하여 만들 수 있는 가장 큰 세 자리 수와 가장 작은 세 자리 수의 차를 구하세요.","from itertools import permutations

a = ['5', '6', '7', '8', '9']
b = 3
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c - d
print(y)",420
881,5,100과 25를 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중 가장 큰 수는 얼마인가요?,"import math

a = 100
b = 25
y = math.gcd(a, b)
print(y)",25
206,2,"수정, 민아, 지민, 유정, 현정 순서로 줄을 서려고 합니다. 지민이는 몇번째에 서야할까요?","a = ['수정', '민아', '지민', '유정', '현정']
b = '지민'
y = a.index(b) + 1
print(y)",3
2320,8,"동우는 지름이 60센티미터 인 굴렁쇠를 일직선으로 3바퀴 굴렸습니다. 굴렁쇠가 굴러간 거리를 재어 보니 565.2센티미터 일 때, 굴렁쇠의 둘레는 지름의 몇 배입니까?","a = 565.2
b = 3
c = 60
d = a / b
y = d / c
print(y)",3.14
2760,4,"8, 6, 2, 7의 총 4개의 수 카드가 있다. 가장 큰 수에서 가장 작은 수를 빼면 몇 이 되나요?","a = [8, 6, 2, 7]
y = max(a) - min(a)
print(y)",6
2508,4,"숫자 카드 78, 24, 35, 49이 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 몫을 구하시오.","a = [78, 24, 35, 49]
y = max(a) // min(a)
print(y)",3
150,6,51과 11의 차를 4으로 나누고 25을 더한 수를 구하시오.,"a = 51
b = 11
c = 4
d = 25
y = abs(a - b) / c + d
print(y)",35.0
223,1,1분에 3.7리터씩 물이 나오는 수도로 300분 동안 물을 받는다면 물은 모두 몇 리터가 되는지 구해보세요.,"a = 3.7
b = 300
y = a * b
print(y)",1110.0
1807,1,(70－10)×6와 70－(10×6) 두 식의 계산 결과의 차이는 얼마인지 구하세요.,"a = (70 - 10) * 6
b = 70 - (10 * 6)
y = a - b
print(y)",350
705,6,어떤 수를 8로 나누어야 할 것을 실수로 8을 곱했더니 320이 되었습니다. 바르게 계산해보시오.,"a = 8
b = 8
c = 320
y = (c / a) / b
print(y)",5.0
1975,3,"숫자 카드 1, 3, 9가 있습니다. 카드를 한 번씩만 사용하여 만들 수 있는 두 자리 수 AB와 한 자리수 C에 대해 가장 큰 곱을 구하시오.","from itertools import permutations

a = ['1', '3', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",279
671,1,사과 63개를 한 명에게 7 개씩 주면 몇 명에게 나누어 줄 수 있습니까?,"a = 63
b = 7
y = a // b
print(y)",9
1011,8,둘레가 80cm인 정사각형의 한 변의 길이는 몇 cm일까요?,"a = 80
b = 4
y = a / b
print(y)",20.0
170,8,"길이가 40cm인 철사를 겹치지 않게 사용하여 한 변의 길이가 9cm인 정사각형 1개를 만들었다면, 남은 철사의 길이는 몇 cm인지 구하시오.","a = 40
b = 9
c = 4
y = a - b * c
print(y)",4
902,4,1부터 100까지의 수 중에서 6의 배수이면서 8의 배수인 수의 개수를 구하여 보세요.,"a = 100
b = 6
c = 8
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4
784,3,"숫자 1, 3, 5, 9가 있습니다. 숫자 2개를 뽑아 만들 수 있는 두 자리 수 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","from itertools import permutations

a = ['1', '3', '5', '9']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = abs(c - d)
print(y)",82
658,8,둘레가 40cm인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 cm²인지 구하세요.,"a = 40
b = 4
y = (a / b) ** 2 / 2
print(y)",50.0
1405,8,한변의 길이가 3.14미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 3.14
y = a * a
print(y)",9.8596
503,8,"길이가 20센티미터인 철사를 구부려서 가장 큰 정사각형을 만들 때, 정사각형의 한 변은 몇 센티미터입니까?","a = 20
b = 4
y = a / b
print(y)",5.0
1182,1,색 테이프 50 미터로 리본을 30개 만들려고 했더니 색 테이프가 13.6 미터 부족했습니다. 리 본 한개를 만드는 데 필요한 색 테이프는 몇 미터 인지 구하시오.,"a = 50
b = 13.6
c = 30
d = a + b
y = d / c
print(y)",2.12
2626,6,어떤 수를 4으로 나누어야 할 것을 잘못하여 4를 곱했더니 200이 되었습니다. 바르게 계산했을 때의 몫과 나머지를 곱하면 얼마입니까?,"a = 4
b = 200
c = b / a
y = (c // a) * (c % a)
print(y)",24.0
1246,8,"가로가 10cm, 세로가 15cm인 직사각형 4개를 옆으로 붙여 놓았다면, 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 10
b = 15
c = 4
y = (a * c * 2) + (b * 2)
print(y)",110
2424,4,"4개의 수 259, 47, 93, 346 중에서 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [259, 47, 93, 346]
b = max(a)
c = min(a)
y = b * c
print(y)",16262
1743,8,"가로가 30cm, 세로가 60cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남기는 부분 없이 자르려고 한다면, 가장 큰 정사각형 모양으로 자를때 종이는 모두 몇 장 만들 수 있나요?","import math

a = 30
b = 60
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",2
2042,5,덧셈식 29+A = 35가 있습니다. 이를 만족하는 A를 구하시오.,"a = 29
b = 35
y = b - a
print(y)",6
1226,8,"가로가 10cm, 세로가 20cm인 직사각형 10개를 가로로 붙여 놓았습니다. 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 10
b = 20
c = 10
y = (a * c * 2) + (b * 2)
print(y)",240
1947,8,한 변의 길이가 15cm 이고 다른 변의 길이가 7cm인 평생사변형의 네변의 합을 구하세요.,"a = 15
b = 7
y = 2 * (a + b)
print(y)",44
590,8,넓이가 1600cm² 인 정사각형 모양의 골판지가 있습니다. 이 골판지의 가로를 20cm 잘라 내고 세로를 처음 길이의 반만큼 잘랐낸 골판지의 넓이는 몇 cm²인지 구하시오.,"a = 1600
b = 20
y = (a ** 0.5 - b) * (a ** 0.5 / 2)
print(y)",400.0
1208,5,"어떤 수의 1/6이 9라면, 어떤 수의 1/3은 얼마일까요? ","a = 1 / 6
b = 9
c = 1 / 3
d = b / a
y = d * c
print(y)",18.0
2455,1,가방에 칫솔 28개와 치실 7개가 있습니다. 칫솔의 수는 치실의 몇 배인가요?,"a = 28
b = 7
y = a / b
print(y)",4.0
890,8,가로가 12cm이고 세로는 가로보다 15cm 더 긴 직사각형의 둘레는 몇 cm인지 구하시오.,"a = 12
b = 15
y = (a + a + b) * 2
print(y)",78
1556,8,"가로의 길이가 17cm, 세로의 길이가 31cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 17
b = 31
y = a * b
print(y)",527
1957,1,"달과 지구 사이의 거리는 3300km라고 한다면, 달과 지구 사이의 거리의 200배는 몇 km인지 구해보시오.","a = 3300
b = 200
y = a * b
print(y)",660000
1681,8,"반지름이 12센티미터인 원이 있습니다. 원 위의 네 점을 이어 마름모를 그릴 때, 그린 마름모의 넓이를 구하세요.","a = 12
y = 2 * a * 2 * a / 2
print(y)",288.0
1202,5,"두 수A,B가 있습니다. 두 수A,B의 합은 21이고 큰 수를 작은 수로 나누면 6입니다. 두 수A,B의 합을 구하시오.","a = 21
b = 6
y = abs((a / (b + 1))*b - a / (b + 1))
print(y)",15.0
2035,1,아령은 집에서 간단히 할 수 있는 유산소 운동 기구입니다. 무게가 같은 아령 6개의 무게가 21kg라면 아령 한 개의 무게는 몇 kg인지 구해보고 소수로 나타내시오.,"a = 6
b = 21
y = b / a
print(y)",3.5
1240,7,명진이는 지우개를 10개 가지고 있습니다. 수빈이는 지우개를 명진이보다 4개 더 많이 가지고 있고 현수는 수빈이보다 2개 더 적게 가지고 있습니다. 지우개를 가장 적게 가지고 있는 사람은 누구입니까?,"a = 10
b = 4
c = 2
dicts = {'명진': a, '수빈': a + b, '현수': a + b - c}
y = min(dicts, key=dicts.get)
print(y)",명진
1553,1,"리본 3 미터 를 똑같이 10 조각으로 나누어 그중 인혜가 5 조각, 현서가 4 조각을 사용했습니다. 둘이 사용한 리본의 길이의 곱을 구하시오.","a = 3 / 10
b = 5
c = 4
y = (a * b) * (a * c)
print(y)",1.7999999999999998
1370,1,선형이의 몸무게는 40.8kg이고 언니의  몸무게는 선형이의  몸무게에  1.2배입니다. 언니의 몸무게는 몇 kg일까요?,"a = 40.8
b = 1.2
y = a * b
print(y)",48.959999999999994
2407,8,세로가 20미터이고 가로가 세로의 10 배인 직사각형 모양의 밭의 절반에 사과를 심었다 면 사과를 심은 밭의 넓이는 몇 제곱미터입니까?,"a = 20
b = 10
y = a * (a * b) / 2
print(y)",2000.0
2112,3,"숫자 카드 3, 2, 0, 5, 8, 6를 한 번만 사용하여 만들 수 있는 가장 큰 수는 얼마입니까?","a = [3, 2, 0, 5, 8, 6]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",865320
2363,8,세로가 가로의 3배인 직사각형의 가로가 22cm라고 합니다. 이 직사각형의 둘레는 몇 cm인지 구하시오.,"a = 22
b = a * 3
y = (a + b) * 2
print(y)",176
666,8,한 변이 32cm 인 정사각형 모양의 책의 둘레를 구하시오.,"a = 32
b = 4
y = a * b
print(y)",128
2629,1,한 묶음에 6개 들어있는 과자가 8묶음 있습니다. 과자의 개 수는 총 몇 개일까요?,"a = 6
b = 8
y = a * b
print(a * b)",48
193,6,어떤 수에 6을 곱해야 할 것을 실수로 6을 뺐더니 48이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 6
b = 6
c = 48
y = (c + b) * a
print(y)",324
1953,1,"집에서 학교까지는 3000미터이고, 학교에서 소방서까지는 2222미터라면, 집에서 소방서까지는 몇 미터입니까?","a = 3000
b = 2222
y = a + b
print(y)",5222
2034,8,한 변의 길이가 12cm인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이를 구하세요.,"a = 12
y = a * a / 2
print(y)",72.0
2235,5,"두 수A,B가 있습니다. 두 수A,B의 합은 12이고 큰 수를 작은 수로 나누면 몫이 5입니다. 두 수의 차를 구하시오.","a = 12
b = 5
y = abs((a / (b + 1))*b - a / (b + 1))
print(y)",8.0
1260,1,"마차는 바퀴 수에 따라서 바퀴가 2개이면 이륜마차, 바퀴가 4개이면 사륜마차라고 합니다. 이륜마차가 15대, 사륜마차가 5대 있습니다. 이륜마차의 총 바퀴 수는 사륜마차의 총 바퀴 수보다 몇 개 더 많을까요?","a = 2
b = 4
c = 15
d = 5
y = (a * c) - (b * d)
print(y)",10
1461,1,한 번에 승객이 168명 탈 수 있는 열차를 서울에서 전주까지 하루에 3번 운행합니다. 열차를 타고 서울에서 전주까지 갈 수 있는 승객은 최대 몇 명일까?,"a = 168
b = 3
y = a * b
print(y)",504
200,1,다정이네 반 학생들이 지난 한 주동안 동전 모으기 운동을 했습니다. 500원짜리 동전을 115개 모았다면 다정이네 반 학생들은 총 얼마를 모았을까요?,"a = 500
b = 115
y = a * b
print(y)",57500
600,1,"밀가루가 10kg있었습니다. 빵을 만드는 데 밀가루의 1/4을 사용했다면, 얼마나 밀가루를 사용한건지 구하시오.","a = 10
b = 1/4
y = a * b
print(y)",2.5
2313,1,"쿠키 12개와 머핀 60개를 최대한 많은 모둠에게 남김없이 똑같이 나누어 주려고 한다면, 몇 모둠에 나눠줄 수 있나요?","import math

a = 12
b = 60
y = math.gcd(a, b)
print(y)",12
308,6,어떤 수에서 25을 뺐더니 81이 되었습니다. 어떤 수는 몇 이였을까요?,"a = 25
b = 81
y = a + b
print(y)",106
674,1,"가을운동회가 열렸습니다. 청군이 264명, 홍군이 421명일 때 청군과 홍군은 모두 몇 명인지 구하시오.","a = 264
b = 421
y = a + b
print(y)",685
2490,1,양배추 642개를 한 상자에 21개씩 담아서 팔려고 합니다. 양배추는 모두 몇 상자를 팔 수 있을까요?,"a = 642
b = 21
y = a // b
print(y)",30
1654,1,쿠폰 15장을 모으면 치킨 1마리로 바꿀 수 있습니다. 미주는 치킨 2마리로 바꿨고 재석이는 미주보다 1마리 더 바꾸었습니다. 재석이가 치킨으로 바꾼 쿠폰은 몇 장입니까?,"a = 15
b = 2
c = 1
y = a * (b + c)
print(y)",45
1400,6,어떤 수에 5를 곱해야 할 것을 실수로 3을 더하였더니 17이 되었습니다. 바르게 계산해보시오.,"a = 5
b = 3
c = 17
y = (c - b) * a
print(y)",70
1319,3,"4장의 수 카드 2, 5, 7, 6 가 있습니다. 이중에서 2장을 뽑아 만들 수 있는 A.B 형태의  소수 중에서 가장 큰 수와 가장 작은 수의 차를 구하세요","from itertools import permutations

a = ['2', '5', '7', '6']
b = 2
c = int(max(map(''.join, permutations(a, b)))) / 10
d = int(min(map(''.join, permutations(a, b)))) / 10
y = c - d
print(y)",5.1
324,1,"어떤 병에 물을 컵 A로 가득 채우려면 32 번, 컵 B로 가득 채우려면 2 번 부어야 합니다. 컵 B의 컵 A의 몇 배 만큼 큽니까?","a = 32
b = 2
y = a / b
print(y)",16.0
1769,4,"세 숫자 6/10, 8/13, 4/5 의 크기를 비교하여 기장 큰 숫자를 소수로 적으시오","a = [6/10, 8/13, 4/5]
y = max(a)
print(y)",0.8
1007,8,세 변의 길이가 같은 삼각형의 한변의 길이는 7cm입니다. 이 삼각형의 세 변의 길이의 합은 몇cm 입니까?,"a = 3
b = 7
y = a * b
print(y)",21
1121,8,길이가 100 cm 인 철사로 만들 수 있는 가장 큰 정사각형의 한 변의 길이는 몇 cm 입니까?,"a = 100
b = 4
y = a / b
print(y)",25.0
1840,4,"숫자 3773, 3623, 3253중에서, 가장 큰 수는 무엇인가요?","a = [3773, 3623, 3253]
y = max(a)
print(y)",3773
1916,1,상민이는 문구점에서 준비물을 사고 천 원짜리 지폐 7장과 100원짜리 동전 5개를 냈습니다. 상민이가 산 준비물은 모두 얼마인지 구해 보세요.,"a = 1000
b = 7
c = 100
d = 5
y = (a * b) + (c * d)
print(y)",7500
2065,4,어떤 수는 50의 약수이면서 5의 배수가 아닙니다. 조건을 만족하는 어떤 수는 모두 몇 개 일까요?,"a = 50
b = 5
y = 0
for i in range(1, a + 1):
    if a % i == 0 and i % 5 != 0:
        y += 1
print(y)",2
1622,7,주현이는 김밥의 8/11를 먹었고 유현이는 주현이도 같은 크기의 김밥의 0.82 을 먹었습니다. 누가 김밥을 더 많이 먹었습니까?,"a = 8 / 11
b = 0.82
dicts = {'주현': a, '유현': b}
y = max(dicts, key=dicts.get)
print(y)",유현
